episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,policy_reward_min/player_0,policy_reward_min/player_1,policy_reward_min/player_2,policy_reward_min/player_3,policy_reward_max/player_0,policy_reward_max/player_1,policy_reward_max/player_2,policy_reward_max/player_3,policy_reward_mean/player_0,policy_reward_mean/player_1,policy_reward_mean/player_2,policy_reward_mean/player_3,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_player_0_reward,hist_stats/policy_player_1_reward,hist_stats/policy_player_2_reward,hist_stats/policy_player_3_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_steps_trained_this_iter,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/player_0/td_error,info/learner/player_0/mean_td_error,info/learner/player_0/learner_stats/allreduce_latency,info/learner/player_0/learner_stats/grad_gnorm,info/learner/player_0/learner_stats/mean_q,info/learner/player_0/learner_stats/min_q,info/learner/player_0/learner_stats/max_q,info/learner/player_0/learner_stats/cur_lr
12.0,12.0,12.0,24.0,42,1,1020,200,1017,True,42,1,59acf_00000,50d8be602fe7405bb0655c90e614cb3b,2022-07-06_15-31-48,1657117908,1.0156152248382568,1.0156152248382568,47176,AndrewXPS15,127.0.0.1,1.0156152248382568,200,1,1.0,0.0,1.0,0.0,6.0,5.0,6.0,5.0,3.1904761904761907,2.8095238095238093,3.1904761904761907,2.8095238095238093,"[12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0]","[24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24]","[3.0, 1.0, 4.0, 3.0, 3.0, 5.0, 2.0, 5.0, 5.0, 2.0, 3.0, 6.0, 2.0, 4.0, 6.0, 3.0, 2.0, 1.0, 6.0, 3.0, 5.0, 3.0, 1.0, 4.0, 1.0, 3.0, 3.0, 3.0, 5.0, 2.0, 6.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0, 2.0, 4.0, 3.0, 2.0, 2.0]","[3.0, 5.0, 2.0, 3.0, 3.0, 1.0, 4.0, 1.0, 1.0, 4.0, 3.0, 0.0, 4.0, 2.0, 0.0, 3.0, 4.0, 5.0, 0.0, 3.0, 1.0, 3.0, 5.0, 2.0, 5.0, 3.0, 3.0, 3.0, 1.0, 4.0, 0.0, 4.0, 4.0, 3.0, 4.0, 3.0, 2.0, 4.0, 2.0, 3.0, 4.0, 4.0]","[3.0, 1.0, 4.0, 3.0, 3.0, 5.0, 2.0, 5.0, 5.0, 2.0, 3.0, 6.0, 2.0, 4.0, 6.0, 3.0, 2.0, 1.0, 6.0, 3.0, 5.0, 3.0, 1.0, 4.0, 1.0, 3.0, 3.0, 3.0, 5.0, 2.0, 6.0, 2.0, 2.0, 3.0, 2.0, 3.0, 4.0, 2.0, 4.0, 3.0, 2.0, 2.0]","[3.0, 5.0, 2.0, 3.0, 3.0, 1.0, 4.0, 1.0, 1.0, 4.0, 3.0, 0.0, 4.0, 2.0, 0.0, 3.0, 4.0, 5.0, 0.0, 3.0, 1.0, 3.0, 5.0, 2.0, 5.0, 3.0, 3.0, 3.0, 1.0, 4.0, 0.0, 4.0, 4.0, 3.0, 4.0, 3.0, 2.0, 4.0, 2.0, 3.0, 4.0, 4.0]",0.1377316810241759,0.30619717484940284,0.030550036677884543,0.12236757680087787,0.0,46.877,4266.515,0.0,1020,1017,200,200,800,1020,1,12.05,69.94999999999999,"[ 1.58168899e-03 -1.23658136e-03 -5.99626493e+00 -3.99790382e+00
 -1.87673839e-03  8.22028960e-04 -1.37838686e-03  1.11761736e-04
 -3.00094914e+00 -1.87673839e-03  1.81122462e-03 -1.29929755e-03
  2.89613497e-04  2.14587012e-03 -3.65700293e-03  3.01683496e-04
 -2.67730048e-03 -1.99915206e+00 -5.00352764e+00 -3.00215554e+00
 -1.37838686e-03 -3.00215554e+00  1.80095527e-03 -1.71918352e-03
 -1.37838686e-03 -1.44777296e-03 -1.44777296e-03 -1.71063887e-03
 -3.26793361e-03 -6.00005150e+00 -3.00011897e+00 -1.71063887e-03
  5.79155283e-04 -3.99790382e+00  1.35080831e-03 -1.23658136e-03
 -3.00343037e+00  7.97749963e-05  6.35545817e-04 -1.70698157e-04
 -3.26793361e-03 -4.62907541e-04  1.34760293e-03  1.85601425e-03
 -6.55998883e-04 -3.88806220e-05  5.45683224e-03 -1.16915046e-03
 -2.18445319e-04 -1.60479126e-03  5.45683224e-03  2.55414896e-04
 -1.71063887e-03  5.96848549e-04 -1.99915206e+00 -5.85957430e-04
 -1.00138080e+00  8.38344102e-04 -1.83499476e-03 -2.98574567e-03
 -6.19188417e-04  3.57944053e-03 -1.83499476e-03  9.71667818e-04
  1.87395001e-03 -3.61327711e-03 -2.55633611e-03 -4.22000093e-03
 -3.58408713e-03 -5.10563143e-03 -1.60479126e-03  5.65496855e-04
  1.16942613e-03 -3.00343037e+00 -2.00033498e+00  4.45886049e-03
 -3.01723834e-03 -2.40009441e-03 -2.29041907e-03  1.17741944e-03
 -1.99802780e+00 -2.12459592e-03 -3.58408713e-03  1.34760293e-03
  5.21376822e-03  1.41601101e-03 -3.35408561e-03  1.35080831e-03
  1.58168899e-03 -4.34264308e-03 -1.84024451e-03 -3.00061655e+00
 -2.67730048e-03 -3.31536238e-03  1.33178441e-03  1.02887454e-04
  2.59522046e-03  1.02849805e-03 -1.09857530e-03 -2.04275758e-03
 -2.64581107e-03  2.69395183e-03 -3.30422306e-04 -5.94052020e-03
 -1.82697026e-03  3.05924006e-03  1.78812107e-03 -3.00160956e+00
  7.08604325e-03  8.74504272e-04 -1.46851374e-03  2.49123410e-03
 -3.99686861e+00  1.16301165e-03 -2.61282641e-03 -2.99965954e+00
 -2.18445319e-04 -4.62907541e-04 -1.10273319e-03 -3.99686861e+00
  1.84795889e-03 -1.01847050e-03 -2.99975944e+00 -3.31536238e-03
  2.37793499e-03  2.89613497e-04 -4.47013229e-03 -2.12459592e-03
 -2.69837910e-03  2.42814096e-03  4.45886049e-03 -2.00310707e+00
 -8.97380407e-04 -3.88806220e-05 -1.84024451e-03 -1.16915046e-03
 -1.25909818e-03  1.02887454e-04  1.85601425e-03 -2.18445319e-04
 -5.85957430e-04 -1.71918352e-03  2.42814096e-03 -2.94589740e-03
 -2.69837910e-03 -5.95554942e-03 -1.20333000e-03 -1.86027319e-03
 -2.56644475e-04 -1.10273319e-03  1.78812107e-03 -4.99807549e+00
 -1.82427326e-03 -1.24490086e-03 -1.01847050e-03 -1.00285578e+00
  2.42814096e-03 -2.00182223e+00  2.30144011e-03 -5.18172514e-04
  2.29224795e-03 -1.13327336e-03 -5.30869584e-04 -5.85957430e-04
 -6.55998883e-04  7.97749963e-05  1.58168899e-03  4.45886049e-03
  2.69395183e-03  1.80095527e-03 -1.69053837e-03 -8.37214408e-04
  2.37793499e-03  1.02849805e-03 -4.69694240e-03 -1.39493530e-03
 -3.01723834e-03 -2.99902463e+00 -2.32614670e-03 -2.12459592e-03
  1.02849805e-03  1.02887454e-04 -3.65700293e-03 -5.95554942e-03
 -2.17543775e-03 -3.95337236e-04 -4.00095415e+00 -9.42938554e-04
 -1.82427326e-03 -2.43005343e-03  8.38344102e-04 -2.99902463e+00
 -9.88969347e-04 -2.00033498e+00 -3.00322676e+00 -1.84024451e-03
 -2.32614670e-03  1.17741944e-03 -8.37214757e-04 -1.15650974e-03]",-0.485465407371521,0.0,0.11328854,-4.6481731260428205e-05,-0.0035275721456855536,0.004009943455457687,0.001
